epoch,step,train_IoU,train_loss,valid_IoU,valid_loss
0,49,4.0915947465691715e-06,0.999991238117218,,
0,88,,,3.615189825723064e-06,0.9999913573265076
1,99,4.114367129659513e-06,0.9999900460243225,,
1,149,4.095739313925151e-06,0.9999913573265076,,
1,177,,,3.627710839282372e-06,0.9999910593032837
